custid	region	townsize	gender	age	agecat	birthmonth	ed	edcat	jobcat	union	employ	empcat	retire	income	lninc	inccat	debtinc	creddebt	lncreddebt	othdebt	lnothdebt	default	jobsat	marital	spoused	spousedcat	reside	pets	pets_cats	pets_dogs	pets_birds	pets_reptiles	pets_small	pets_saltfish	pets_freshfish	homeown	hometype	address	addresscat	cars	carown	cartype	carvalue	carcatvalue	carbought	carbuy	commute	commutecat	commutetime	commutecar	commutemotorcycle	commutecarpool	commutebus	commuterail	commutepublic	commutebike	commutewalk	commutenonmotor	telecommute	reason	polview	polparty	polcontrib	vote	card	cardtype	cardbenefit	cardfee	cardtenure	cardtenurecat	card2	card2type	card2benefit	card2fee	card2tenure	card2tenurecat	carditems	cardspent	card2items	card2spent	active	bfast	tenure	churn	longmon	lnlongmon	longten	lnlongten	tollfree	tollmon	lntollmon	tollten	lntollten	equip	equipmon	lnequipmon	equipten	lnequipten	callcard	cardmon	lncardmon	cardten	lncardten	wireless	wiremon	lnwiremon	wireten	lnwireten	multline	voice	pager	internet	callid	callwait	forward	confer	ebill	owntv	hourstv	ownvcr	owndvd	owncd	ownpda	ownpc	ownipod	owngame	ownfax	news	response_01	response_02	response_03
4023-IGMCSH-XUV	Zone 4	< 2,500	Female	61	50-64	July	13	High school degree	Sales and Office	No	4	2 to 5	No	40	3,68887945411394	$25 - $49	15,9	1,64088	,495232683291511	4,71912	1,55162234153727	No	Somewhat satisfied	Unmarried	Not married	Not married	1	3	0	0	0	3	0	0	0	Own	Single-family	23	16 to 25	0	N/A	N/A	N/A	N/A	N/A	No	Other non-motorized transit	Non-motorized	23	No	No	No	No	No	No	No	Yes	Yes	No	No response	Slightly liberal	No	No	Yes	Visa	None	None	No	18	More than 15	Discover	Platinum	Airline miles	Yes	11	11 to 15	14	398,76	3	81,99	No	Oatmeal	35	No	13,35	2,59151638484626	465	6,14203740558736	Yes	14	2,63905732961526	552,35	6,31418190331828	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	16	Yes	Yes	Yes	No	No	No	No	No	No	No	Yes	No
8239-QTBUOJ-M5V	Zone 5	10,000-49,999	Female	53	50-64	January	17	College degree	Managerial and Professional	No	16	More than 15	No	100	4,60517018598809	$75 - $124	4,5	,423	-,860383099935859	4,077	1,40536142383712	No	Neutral	Unmarried	Not married	Not married	3	12	2	0	0	0	2	0	8	Own	Mobile Home	30	More than 25	2	Own	Domestic	56,4	Luxury	No	Yes	Car	Single occupancy	29	Yes	No	Yes	No	No	No	No	No	No	No	No response	Slightly conservative	No	No	No	American Express	Gold	Other	Yes	4	2 to 5	Discover	Gold	Cash back	No	3	2 to 5	10	470,96	4	232,49	No	Cereal	5	No	5,25	1,65822807660353	24,4	3,19458313229916	Yes	21,25	3,05635689537043	121	4,79579054559674	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	Yes	Dial-up	Yes	Yes	Yes	Yes	No	Yes	21	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	Yes
2443-NHYQMG-T65	Zone 1	> 250,000	Male	51	50-64	September	12	High school degree	Operation, Fabrication, General Labor	No	18	More than 15	No	40	3,68887945411394	$25 - $49	12,8	2,28352	,825718112089343	2,83648	1,04256384681656	No	Neutral	Married	10	Did not complete high school	2	2	0	2	0	0	0	0	0	Own	Condominium/Townhouse	12	8 to 15	4	Lease	Import	23	Standard	No	Yes	Car	Single occupancy	12	Yes	No	No	No	Yes	No	No	No	No	No	Other	Liberal	No	No	Yes	Visa	Platinum	Airline miles	Yes	24	More than 15	Mastercard	None	Other	No	22	More than 15	9	153,7	0	0	No	Oatmeal	56	No	11,95	2,48073127837752	738,25	6,60428252062403	No	0	 	0	 	No	0	 	0	 	Yes	15,75	2,75684036527164	870	6,76849321164863	No	0	 	0	 	Yes	Yes	No	Cable modem	Yes	No	Yes	Yes	No	Yes	13	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	No
0687-SNFXTL-5KT	Zone 3	< 2,500	Male	57	50-64	May	14	High school degree	Sales and Office	No	3	2 to 5	No	48	3,87120101090789	$25 - $49	3,7	,584304	-,537333883646787	1,191696	,175377502559523	No	Highly satisfied	Married	14	High school degree	2	0	0	0	0	0	0	0	0	Own	Single-family	32	More than 25	2	Own	Domestic	27,5	Standard	Yes	No	Walk	Non-motorized	26	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No response	Conservative	No	No	Yes	American Express	Platinum	None	No	16	More than 15	Visa	None	Other	No	15	11 to 15	14	761,42	5	190,59	No	Cereal	42	No	13,4	2,59525470695687	524,5	6,26244542783635	No	0	 	0	 	No	0	 	0	 	Yes	9,75	2,27726728500976	435	6,07534603108868	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	18	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	No
9369-XNVHLO-UD1	Zone 2	> 250,000	Male	51	50-64	March	17	College degree	Sales and Office	No	4	2 to 5	No	58	4,06044301054642	$50 - $74	5,5	,66671	-,405400110220573	2,52329	,92556360558227	Yes	Neutral	Married	16	Some college	4	11	1	2	0	0	0	0	8	Rent	Multiple-Family	16	16 to 25	2	Own	Import	34,6	Standard	Yes	No	Car	Single occupancy	30	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	No	No	Yes	American Express	Gold	Cash back	No	23	More than 15	Visa	Gold	Airline miles	No	17	More than 15	16	755,23	7	249,01	No	Cereal	52	No	8	2,07944154167984	401,25	5,99458467444423	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	15	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No
5188-XLCSHQ-5DG	Zone 2	50,000-249,999	Male	53	50-64	June	14	High school degree	Service	Yes	15	11 to 15	No	97	4,57471097850338	$75 - $124	6,4	2,60736	,958338215176195	3,60064	1,28111160743925	No	Highly satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	23	16 to 25	3	Own	Domestic	37,2	Standard	No	Yes	Car	Single occupancy	22	Yes	No	No	No	No	No	No	No	No	No	No response	Moderate	No	No	Yes	Mastercard	None	Airline miles	No	32	More than 15	Visa	Other	Other	No	27	More than 15	6	219,29	10	353,07	No	Cereal	68	No	25,7	3,24649099190117	1818,4	7,50571227253833	No	0	 	0	 	No	0	 	0	 	Yes	29,5	3,38439026334577	2045	7,6231530684769	No	0	 	0	 	Yes	No	No	None	No	No	No	No	No	Yes	24	Yes	Yes	Yes	No	Yes	No	No	No	Yes	Yes	No	No
5222-YADDNK-22Q	Zone 3	2,500-9,999	Male	21	18-24	September	16	Some college	Sales and Office	No	0	Less than 2	No	30	3,40119738166216	$25 - $49	17	1,0761	,0733433942242096	4,0239	1,39225158159402	Yes	Neutral	Unmarried	Not married	Not married	3	1	1	0	0	0	0	0	0	Rent	Multiple-Family	1	Less than 3	6	Own	Import	18,6	Economy	No	No	Car	Single occupancy	29	Yes	No	No	Yes	Yes	No	No	No	No	No	No response	Liberal	Yes	No	No	Visa	Other	None	No	3	2 to 5	Discover	Gold	None	No	3	2 to 5	14	492,98	8	225	Yes	Energy bar	7	Yes	6,15	1,81645208181843	41,85	3,73409179693548	No	0	 	0	 	Yes	32,25	3,47351804324178	190,5	5,24965219456676	No	0	 	0	 	No	0	 	0	 	Yes	Yes	No	Other	No	No	Yes	No	No	Yes	21	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No
4517-OCVTUD-S8R	Zone 4	> 250,000	Female	21	18-24	April	14	High school degree	Operation, Fabrication, General Labor	No	1	Less than 2	No	25	3,2188758248682	$25 - $49	5,9	,455775	-,785756012292609	1,019225	,0190425345773158	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	1	0	0	0	0	0	0	Own	Single-family	1	Less than 3	2	Own	Import	16	Economy	Yes	No	Car	Single occupancy	24	Yes	Yes	No	No	No	No	No	No	No	No	No response	Moderate	No	No	Yes	American Express	None	Other	No	3	2 to 5	Other	Other	None	No	3	2 to 5	7	265,96	4	218,53	No	Cereal	19	No	6,1	1,80828877117927	134,45	4,90119238271487	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	20	Yes	Yes	Yes	No	Yes	No	Yes	No	No	No	No	Yes
8962-KFCEEB-6S8	Zone 5	10,000-49,999	Male	66	>65	January	16	Some college	Managerial and Professional	No	10	6 to 10	No	77	4,34380542185368	$75 - $124	10,5	,69531	-,363397489699559	7,38969	2,00008578550108	No	Somewhat satisfied	Unmarried	Not married	Not married	1	4	3	1	0	0	0	0	0	Rent	Single-family	33	More than 25	2	Own	Import	37,3	Standard	Yes	No	Car	Single occupancy	31	Yes	No	Yes	Yes	Yes	No	No	Yes	No	No	Convenience	Moderate	No	No	No	Mastercard	Other	Airline miles	Yes	27	More than 15	Discover	None	None	No	25	More than 15	12	422,88	4	147,17	No	Energy bar	66	No	24,55	3,20071185424053	1525,85	7,3303069108138	Yes	25,75	3,24843462710975	1692,15	7,43375518871904	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	None	Yes	No	Yes	No	No	Yes	21	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	No	No
4868-BKHDDL-S35	Zone 3	2,500-9,999	Male	40	35-49	June	12	High school degree	Agricultural and Natural Resources	No	11	11 to 15	No	27	3,29583686600433	$25 - $49	4,1	,340956	-1,07600184228206	,766044	-,266515669637968	No	Neutral	Unmarried	Not married	Not married	1	6	1	0	0	0	0	0	5	Own	Condominium/Townhouse	14	8 to 15	4	Own	Domestic	15,2	Economy	Yes	No	Car	Single occupancy	29	Yes	No	Yes	No	No	No	No	Yes	No	No	No response	Moderate	No	No	No	Visa	Gold	None	No	22	More than 15	Discover	Gold	None	No	22	More than 15	12	173,13	5	101,95	Yes	Cereal	54	No	27,6	3,3178157727231	1482,5	7,30148513087188	Yes	20	2,99573227355399	1052,1	6,95854344581424	No	0	 	0	 	Yes	6,5	1,87180217690159	350	5,85793315448346	No	0	 	0	 	No	No	No	None	No	No	Yes	Yes	No	Yes	20	Yes	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No
7949-VXATWD-7FV	Zone 1	> 250,000	Male	24	18-24	February	14	High school degree	Agricultural and Natural Resources	No	2	2 to 5	No	35	3,55534806148941	$25 - $49	19,7	4,005995	1,38779198911504	2,889005	1,06091215218527	Yes	Neutral	Unmarried	Not married	Not married	2	3	2	1	0	0	0	0	0	Rent	Multiple-Family	0	Less than 3	0	N/A	N/A	N/A	N/A	N/A	No	Bus	Public transportation	22	No	No	No	Yes	No	No	No	No	No	Yes	No response	Moderate	No	No	Yes	Discover	Gold	None	No	2	2 to 5	Visa	Other	Airline miles	No	1	Less than 2	9	249,28	5	154,4	Yes	Energy bar	4	Yes	2,9	1,06471073699243	7,8	2,05412373369555	Yes	12,75	2,54553127160443	45,15	3,80999027986299	No	0	 	0	 	Yes	8,75	2,16905370036952	20	2,99573227355399	Yes	19,6	2,97552956623647	68,4	4,22537282462851	No	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	Yes	16	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
8337-LBJLMF-W2R	Zone 1	> 250,000	Male	59	50-64	May	18	College degree	Managerial and Professional	No	11	11 to 15	No	53	3,97029191355212	$50 - $74	13,3	2,565836	,942284351446342	4,483164	1,50032904714972	No	Neutral	Unmarried	Not married	Not married	1	1	1	0	0	0	0	0	0	Own	Single-family	23	16 to 25	2	Own	Import	18,6	Economy	Yes	No	Car	Single occupancy	17	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	No	No	No	Discover	Other	Other	No	27	More than 15	Mastercard	Platinum	Cash back	No	23	More than 15	8	135,54	5	78,82	Yes	Energy bar	56	No	15,1	2,71469474382088	874,95	6,77416674186776	Yes	23,5	3,15700042115011	1315,7	7,18212412237179	No	0	 	0	 	Yes	32,75	3,48890296208126	1835	7,51479976048867	No	0	 	0	 	Yes	No	No	None	Yes	Yes	Yes	Yes	No	Yes	20	Yes	Yes	Yes	No	Yes	No	No	No	Yes	No	No	No
5505-CSHNID-HX7	Zone 1	> 250,000	Female	60	50-64	February	12	High school degree	Sales and Office	No	9	6 to 10	No	52	3,95124371858143	$50 - $74	5,5	1,00386	,00385256931548995	1,85614	,618499062553714	No	Neutral	Married	11	Did not complete high school	2	4	4	0	0	0	0	0	0	Own	Multiple-Family	12	8 to 15	4	Own	Domestic	24,4	Standard	Yes	No	Car	Single occupancy	22	Yes	No	Yes	No	No	No	No	No	No	No	No response	Moderate	No	No	No	Visa	Other	Airline miles	Yes	16	More than 15	Mastercard	Platinum	Airline miles	Yes	11	11 to 15	12	246,5	1	21,48	Yes	Oatmeal	33	No	5	1,6094379124341	187,65	5,23457852558103	Yes	12	2,484906649788	389,2	5,96409335031185	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	Yes	Yes	No	Yes	14	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
5948-HWQRTV-36O	Zone 2	< 2,500	Female	58	50-64	March	16	Some college	Sales and Office	No	15	11 to 15	No	129	4,85981240436167	$125+	8,4	,585144	-,535897308195014	10,250856	2,32736121429259	No	Highly satisfied	Married	15	Some college	2	7	0	0	0	0	0	0	7	Own	Single-family	19	16 to 25	2	Own	Import	71,9	Luxury	No	Yes	Car	Single occupancy	28	Yes	No	No	No	No	No	Yes	No	No	No	No response	Conservative	Yes	No	No	Discover	Other	Other	No	11	11 to 15	Mastercard	Other	Cash back	No	8	6 to 10	13	238,88	5	99,12	No	Oatmeal	40	No	9,05	2,20276475771183	392,9	5,97355512656441	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	Yes	No	No	None	No	Yes	No	Yes	No	Yes	16	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No
2243-VPPSUB-QDD	Zone 4	50,000-249,999	Female	18	18-24	August	13	High school degree	Managerial and Professional	Yes	0	Less than 2	No	16	2,77258872223978	Under $25	1,5	,04464	-3,10912496090908	,19536	-1,63291126861974	No	Neutral	Married	10	Did not complete high school	7	0	0	0	0	0	0	0	0	Own	Condominium/Townhouse	0	Less than 3	3	Own	Import	8,1	Economy	No	No	Car	Single occupancy	23	Yes	No	Yes	No	No	No	No	No	No	No	Prices	Moderate	No	No	Yes	Other	Other	None	No	0	Less than 2	Mastercard	Platinum	None	No	0	Less than 2	11	187,43	2	38,53	No	Cereal	7	No	4,15	1,42310833424261	29,6	3,38777436133001	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	17	Yes	No	No	No	No	No	No	No	No	No	No	No
2435-DERRXC-V3A	Zone 5	> 250,000	Female	70	>65	April	19	College degree	Operation, Fabrication, General Labor	No	37	More than 15	No	418	6,03548143252476	$125+	13,9	14,351194	2,66383314431915	43,750806	3,77851003549107	Yes	Highly satisfied	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Own	Single-family	14	8 to 15	2	Own	Import	97,3	Luxury	Yes	No	Car	Single occupancy	25	Yes	No	No	Yes	No	Yes	No	No	No	Yes	Other	Moderate	Yes	No	Yes	Discover	Gold	Other	No	14	11 to 15	American Express	Gold	Other	Yes	12	11 to 15	13	878,86	1	56,75	No	Oatmeal	31	No	5,9	1,77495235091167	196,35	5,27989878102402	No	0	 	0	 	No	0	 	0	 	Yes	8,75	2,16905370036952	290	5,66988092298052	No	0	 	0	 	Yes	No	No	Other	No	Yes	No	Yes	No	Yes	27	Yes	Yes	Yes	No	Yes	No	No	No	No	No	No	No
6249-XKBUFA-6KS	Zone 2	50,000-249,999	Male	63	50-64	January	12	High school degree	Sales and Office	No	19	More than 15	Yes	11	2,39789527279837	Under $25	2,8	,079464	-2,53245119006908	,228536	-1,47606153182332	No	Somewhat satisfied	Married	13	High school degree	2	1	1	0	0	0	0	0	0	Rent	Multiple-Family	31	More than 25	1	Lease	Domestic	4,2	Economy	Yes	No	Walk	Non-motorized	28	Yes	No	No	No	No	No	No	Yes	No	No	No response	Liberal	Yes	Yes	Yes	Mastercard	None	Airline miles	No	5	2 to 5	American Express	Other	Other	No	6	6 to 10	10	305,58	3	84,5	No	Cereal	39	No	4,55	1,51512723296286	134,85	4,90416304958574	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	No	0	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No
3712-OIXBYD-Q8G	Zone 1	50,000-249,999	Female	56	50-64	March	12	High school degree	Service	No	13	11 to 15	No	55	4,00733318523247	$50 - $74	21,1	4,34027	1,4679365581588	7,26473	1,98303113184436	No	Somewhat dissatisfied	Unmarried	Not married	Not married	1	1	1	0	0	0	0	0	0	Own	Condominium/Townhouse	19	16 to 25	5	Own	Import	18,7	Economy	Yes	No	Car	Single occupancy	23	Yes	No	Yes	Yes	No	Yes	No	Yes	No	No	No response	Conservative	Yes	No	No	Mastercard	Gold	Cash back	No	27	More than 15	Visa	Other	Other	No	22	More than 15	7	138,6	1	14,64	Yes	Oatmeal	66	No	14,2	2,65324196460722	859,4	6,75623447134089	Yes	20	2,99573227355399	1390,4	7,23734675451113	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	Yes	Yes	Yes	Yes	No	Yes	23	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
0370-ZJULGD-MOV	Zone 1	> 250,000	Male	46	35-49	September	10	Did not complete high school	Operation, Fabrication, General Labor	Yes	17	More than 15	No	62	4,12713438504509	$50 - $74	5,6	1,482544	,393759531044591	1,989456	,687861234530706	No	Neutral	Unmarried	Not married	Not married	1	0	0	0	0	0	0	0	0	Rent	Multiple-Family	16	16 to 25	1	Own	Import	42,1	Luxury	No	Yes	Carpool	Multiple occupancy	21	Yes	No	Yes	No	No	No	No	No	No	No	Prices	Conservative	Yes	No	No	American Express	Other	Airline miles	No	6	6 to 10	Discover	Platinum	None	No	5	2 to 5	9	331,84	7	383,92	Yes	Cereal	22	No	6,35	1,8484548129046	147,1	4,99111262760739	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	No	No	No	Yes	19	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
1671-PKGKTT-E3S	Zone 5	50,000-249,999	Male	67	>65	October	16	Some college	Sales and Office	No	10	6 to 10	Yes	18	2,89037175789616	Under $25	10,4	,29952	-1,20557408569291	1,57248	,452653990910622	No	Highly dissatisfied	Married	10	Did not complete high school	2	0	0	0	0	0	0	0	0	Own	Single-family	35	More than 25	3	Own	Import	9,1	Economy	No	No	Car	Single occupancy	23	Yes	No	No	No	Yes	No	No	No	No	No	No response	Conservative	No	No	Yes	Discover	Gold	Other	No	38	More than 15	Mastercard	Gold	None	No	29	More than 15	10	201,87	8	179,02	No	Cereal	71	No	53,5	3,97968165390196	3790,6	8,2402795968922	No	0	 	0	 	Yes	41,15	3,71722392712308	2765,15	7,9248501620329	Yes	22,5	3,11351530921037	1590	7,37148929521428	No	0	 	0	 	Yes	Yes	Yes	Cable modem	No	No	No	Yes	Yes	Yes	21	Yes	Yes	Yes	No	Yes	Yes	Yes	No	Yes	No	No	No
7452-ZTELNL-FA6	Zone 4	2,500-9,999	Female	25	25-34	November	18	College degree	Managerial and Professional	Yes	0	Less than 2	No	33	3,49650756146648	$25 - $49	18,2	2,91291	1,06915258151648	3,09309	1,12917059124274	Yes	Highly dissatisfied	Unmarried	Not married	Not married	3	3	0	0	0	0	0	0	3	Own	Mobile Home	2	Less than 3	1	Lease	Import	12,5	Economy	Yes	Yes	Bus	Public transportation	26	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No response	Moderate	No	Yes	No	Discover	Gold	Airline miles	No	3	2 to 5	Mastercard	None	Airline miles	No	3	2 to 5	7	239,1	5	127,03	Yes	Cereal	8	Yes	5,6	1,7227665977411	57,25	4,04742764243435	Yes	37,75	3,63098547569503	273,6	5,6116671857484	Yes	51,35	3,93866493637457	379,6	5,93911806673577	Yes	23	3,13549421592915	140	4,9416424226093	Yes	40,4	3,6988297849671	313,45	5,74763985771998	No	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	19	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No
8816-XMDQIV-XWE	Zone 2	50,000-249,999	Male	40	35-49	June	18	College degree	Sales and Office	No	4	2 to 5	No	68	4,21950770517611	$50 - $74	16,1	2,014432	,700337269805281	8,933568	2,1898158671604	No	Somewhat satisfied	Unmarried	Not married	Not married	1	2	1	0	1	0	0	0	0	Rent	Single-family	14	8 to 15	2	Own	Domestic	38,8	Standard	Yes	No	Other public transit	Public transportation	21	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No response	Liberal	No	No	Yes	Mastercard	Gold	Airline miles	No	22	More than 15	Visa	Gold	Airline miles	No	16	More than 15	12	408,73	3	127,89	Yes	Energy bar	53	No	13,3	2,58776403522771	723,55	6,584169652184	No	0	 	0	 	No	0	 	0	 	Yes	20,75	3,03254624667671	1035	6,94215670569947	No	0	 	0	 	Yes	No	No	None	No	No	Yes	No	No	Yes	23	Yes	Yes	Yes	No	No	Yes	No	No	No	No	No	No
8581-YRJOEY-YZX	Zone 5	> 250,000	Male	64	50-64	July	15	Some college	Sales and Office	Yes	4	2 to 5	No	44	3,78418963391826	$25 - $49	10,1	1,06656	,0644385161372378	3,37744	1,21711802607562	No	Neutral	Unmarried	Not married	Not married	1	6	0	1	0	0	0	0	5	Own	Single-family	25	16 to 25	3	Lease	Import	20,1	Standard	Yes	No	Car	Single occupancy	18	Yes	No	No	No	No	No	No	Yes	No	No	Prices	Conservative	Yes	No	No	Visa	Platinum	Other	No	24	More than 15	Discover	Gold	Cash back	Yes	21	More than 15	9	150,57	2	29,85	No	Cereal	51	No	18,75	2,93119375241642	920,8	6,82524285740767	No	0	 	0	 	No	0	 	0	 	Yes	12,5	2,52572864430826	590	6,38012253689976	No	0	 	0	 	Yes	No	No	None	No	No	No	Yes	No	Yes	25	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	No
3469-MIJWAB-KVR	Zone 5	50,000-249,999	Male	46	35-49	October	16	Some college	Managerial and Professional	No	8	6 to 10	No	33	3,49650756146648	$25 - $49	2,9	,349305	-1,05180981292883	,607695	-,498082167618628	No	Neutral	Married	15	Some college	2	0	0	0	0	0	0	0	0	Rent	Multiple-Family	11	8 to 15	1	Lease	Import	17,8	Economy	No	Yes	Walk	Non-motorized	20	No	Yes	No	Yes	No	No	No	Yes	No	No	No response	Moderate	No	No	Yes	Visa	Platinum	Airline miles	No	10	6 to 10	American Express	Gold	Cash back	No	5	2 to 5	12	241,59	8	181,84	Yes	Cereal	27	Yes	8,25	2,11021320034659	216,55	5,37782146766064	No	0	 	0	 	No	0	 	0	 	Yes	16,75	2,81839825827108	430	6,06378520868761	No	0	 	0	 	No	No	No	None	No	Yes	No	No	No	Yes	30	Yes	Yes	Yes	No	No	Yes	No	No	Yes	No	No	No
1043-IRWLWF-8JY	Zone 5	< 2,500	Female	24	18-24	March	19	College degree	Managerial and Professional	No	0	Less than 2	No	45	3,80666248977032	$25 - $49	19,9	3,11634	1,13665923630501	5,83866	1,76450131845719	Yes	Neutral	Married	18	College degree	8	2	0	0	0	0	2	0	0	Own	Single-family	5	4 to 7	0	N/A	N/A	N/A	N/A	N/A	Yes	Bus	Public transportation	36	Yes	No	No	Yes	Yes	No	No	No	No	No	No response	Slightly conservative	No	Yes	No	Other	Other	Airline miles	No	1	Less than 2	Visa	Platinum	Other	No	1	Less than 2	5	107,93	5	104,47	No	Energy bar	2	No	3	1,09861228866811	3,1	1,1314021114911	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	0	 	0	 	No	No	No	None	No	No	Yes	No	No	Yes	15	Yes	Yes	Yes	No	No	No	Yes	No	No	Yes	No	No
9343-GXHLQQ-RNH	Zone 2	50,000-249,999	Female	50	50-64	October	13	High school degree	Operation, Fabrication, General Labor	No	15	11 to 15	No	68	4,21950770517611	$50 - $74	15,5	3,94196	1,37167806154561	6,59804	1,88677263523118	No	Highly satisfied	Married	13	High school degree	2	0	0	0	0	0	0	0	0	Own	Single-family	13	8 to 15	4	Own	Domestic	34	Standard	No	No	Car	Single occupancy	20	Yes	No	Yes	Yes	No	No	No	No	No	No	No response	Moderate	No	No	No	American Express	Platinum	Airline miles	Yes	20	More than 15	Visa	Other	Other	No	19	More than 15	12	787,11	5	357,2	No	Energy bar	49	No	13,3	2,58776403522771	660,8	6,49345122220677	Yes	28,25	3,34109345759245	1384,5	7,23309434261102	No	0	 	0	 	Yes	14,25	2,65675690671466	655	6,48463523563525	No	0	 	0	 	Yes	Yes	No	Dial-up	Yes	Yes	Yes	Yes	Yes	Yes	16	Yes	Yes	Yes	No	Yes	Yes	Yes	No	No	No	No	No
1617-JVYTRM-6HU	Zone 3	10,000-49,999	Female	49	35-49	December	20	Post-undergraduate degree	Operation, Fabrication, General Labor	No	13	11 to 15	No	117	4,76217393479776	$75 - $124	12,3	3,640923	1,29223722093342	10,750077	2,37491291733872	No	Highly satisfied	Married	20	Post-undergraduate degree	5	9	2	0	0	0	0	0	7	Own	Condominium/Townhouse	28	More than 25	2	Own	Import	73,3	Luxury	No	No	Car	Single occupancy	31	Yes	Yes	No	No	No	No	Yes	No	No	Yes	No response	Moderate	Yes	Yes	Yes	American Express	Platinum	Other	No	31	More than 15	Discover	Gold	Cash back	No	25	More than 15	7	539,55	6	821,96	Yes	Energy bar	69	No	12,6	2,53369681395743	794,75	6,67802759979091	Yes	39,25	3,66995144422842	2688,6	7,89677589102015	Yes	41,3	3,72086249996699	2761,15	7,92340253859641	Yes	21,75	3,07961375753469	1450	7,27931883541462	Yes	37	3,61091791264422	2472,85	7,81312661060702	Yes	Yes	Yes	None	No	Yes	Yes	Yes	Yes	Yes	19	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No
6321-DYNLMT-HZO	Zone 2	50,000-249,999	Female	26	25-34	January	13	High school degree	Operation, Fabrication, General Labor	No	5	2 to 5	No	21	3,04452243772342	Under $25	1,2	,034272	-3,3734265847168	,217728	-1,5245087016488	No	Somewhat satisfied	Married	13	High school degree	5	0	0	0	0	0	0	0	0	Own	Single-family	5	4 to 7	3	Own	Import	18,5	Economy	Yes	No	Car	Single occupancy	28	Yes	No	No	No	No	No	No	No	No	No	No response	Conservative	No	No	No	Discover	None	Airline miles	No	4	2 to 5	Visa	Platinum	Cash back	No	4	2 to 5	12	236,04	6	95,81	Yes	Oatmeal	15	No	3,55	1,26694760348732	48,65	3,88465180863201	Yes	16,5	2,80336038090653	229,75	5,4369917612358	Yes	46,45	3,83837646525985	748,3	6,61780396708631	Yes	26	3,25809653802148	345	5,84354441703136	Yes	34,45	3,53950899745967	429,6	6,06285454319466	No	Yes	Yes	Cable modem	Yes	Yes	Yes	Yes	Yes	Yes	16	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No
